id,genre,track_name,artist_name,valence,energy,danceability,acousticness,instrumentalness,liveness,loudness,speechiness,tempo
5J4FiKDJIdJ8AKx2gaWMt4,r-n-b,Officially Missing You,Tamia,0.226,0.407,0.476,0.247,0.0,0.144,-9.239,0.0368,178.258
4IFYR5smTnHYCLP82AiDrJ,r-n-b,Feel A Way,H.E.R.,0.352,0.579,0.537,0.0726,0.0753,0.154,-8.419,0.146,74.962
3c7bUle1w9SAchAFUZ9n3o,r-n-b,Craving,Xscap3,0.764,0.535,0.782,0.0428,2.14e-06,0.449,-3.902,0.121,154.014
3TRNLShed8CXtj8xnEakW0,r-n-b,BDY on Me,Omarion,0.444,0.495,0.729,0.114,9.54e-05,0.11,-9.854,0.0384,99.999
4N1r0Iiy853aVbYmSXvYli,r-n-b,Already Knew That,Ro James,0.48,0.747,0.732,0.722,0.0,0.267,-4.443,0.0571,106.018
5EpdvRM97d8JBlvCz1V6gM,r-n-b,Stuck - Remastered,Nikayla,0.283,0.653,0.582,0.224,0.0,0.326,-6.336,0.0552,139.84
0kXWFU0hKSPHfBKTpbzhBB,r-n-b,Dilemma,Nelly,0.604,0.551,0.73,0.208,0.000121,0.181,-8.172,0.152,168.118
2aksifNn5ph8igDOkPBA02,r-n-b,My Body,LSG,0.318,0.431,0.721,0.244,0.0,0.0886,-6.633,0.045,119.76
6PyLw3l6ndolBrTPQp3Ibm,r-n-b,Tell Your Friends,The Weeknd,0.309,0.454,0.583,0.265,0.0,0.181,-11.091,0.0425,74.64
1mhVXWduD8ReDwusfaHNwU,r-n-b,Prolly (feat. Gucci Mane),Sevyn Streeter,0.214,0.656,0.703,0.0894,0.0,0.371,-4.593,0.0496,110.082
7yrP8RFrF6T6YimtwovEYG,r-n-b,Shame,Tyrese,0.215,0.373,0.639,0.502,2.03e-06,0.347,-9.425,0.0397,115.951
3LZK4rGTSxHF36SM0wHGLF,r-n-b,Lovers & Friends,Lil Jon,0.496,0.49,0.569,0.0625,0.0,0.464,-6.191,0.261,69.955
22iOO39QpOuEE9Igz2PxyG,r-n-b,Thought I Knew You (feat. The Weeknd),Nicki Minaj,0.468,0.715,0.77,0.0373,0.0018,0.0959,-5.92,0.045,150.027
5vAEnWrHxLv78uwZrAJcX6,r-n-b,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",Lil Duval,0.427,0.727,0.874,0.09,5.83e-06,0.0759,-7.689,0.0777,98.97
17jeLyQcEUmKv3MXeEo79k,r-n-b,Back & Forth,Aaliyah,0.894,0.724,0.704,0.0747,7.17e-06,0.125,-8.045,0.0313,92.928
5bXLxmqFpKDPbbpkAa9m6V,r-n-b,Until The Pain Is Gone (feat. Jill Scott),Daley,0.282,0.598,0.597,0.0616,0.0,0.0856,-8.885,0.0373,131.988
4EWwswXzE2DLDyPaS5ZXEq,r-n-b,Fuck You,CeeLo Green,0.738,0.834,0.69,0.129,0.0,0.136,-5.79,0.0566,127.43
4ycLiPVzE5KamivXrAzGFG,r-n-b,Escape,Kehlani,0.707,0.688,0.562,0.0391,0.0,0.235,-5.353,0.0794,79.979
5clYhUpqYzy0Fdz3TdtZ3j,r-n-b,Hey Daddy (Daddy's Home),Usher,0.352,0.698,0.59,0.000176,0.0,0.107,-4.262,0.0286,95.975
14k416suPcOHMZ7HyGWtxh,r-n-b,Umbrella,Rihanna,0.549,0.827,0.581,0.0101,0.0,0.0522,-4.566,0.141,174.013
5i66xrvSh1MjjyDd6zcwgj,r-n-b,Perm,Bruno Mars,0.863,0.871,0.853,0.0145,6.84e-05,0.198,-3.715,0.0851,124.021
1I6pKIyaBp4OebTGLJpCCC,r-n-b,La Di Da,The Internet,0.834,0.745,0.685,0.259,3.11e-05,0.107,-6.659,0.117,103.119
5IIq5uEYpUZoSjTEjqn7q1,r-n-b,u down?,Bobby V.,0.539,0.667,0.609,0.534,0.0,0.0978,-4.466,0.0661,140.076
5H6Ldk7aVrIlGU9OHNalXp,r-n-b,everytime,Ariana Grande,0.658,0.614,0.71,0.186,0.0,0.0974,-6.757,0.0431,148.152
0WdR2AyLW1Drd3OUdwezM0,r-n-b,One Night Only,Sonder,0.764,0.402,0.874,0.263,0.00094,0.147,-5.786,0.0691,119.99
74fQgHleHZ4V7Gm1XYcGkj,r-n-b,Walking Trophy,HoodCelebrityy,0.44,0.604,0.691,0.129,0.00494,0.108,-6.358,0.341,125.55
4hGHcdD5IwjAkftalZm5an,r-n-b,Every Kind Of Way,H.E.R.,0.207,0.3,0.45,0.634,3.1e-06,0.142,-9.53,0.0477,96.394
71AaGUlQ7I5dRgDEQpdnI4,r-n-b,Seasons (feat. Khalid),6LACK,0.507,0.319,0.6,0.692,0.00958,0.137,-10.272,0.294,141.96
1AROE0XcC4ySCxXF65mutZ,r-n-b,Charlene,Anthony Hamilton,0.451,0.346,0.556,0.536,0.0,0.106,-9.809,0.311,123.869
0xiuSFBOEHWaJ6rSuUbJWc,r-n-b,If I Ain't Got You,Alicia Keys,0.166,0.444,0.609,0.603,6.86e-06,0.104,-9.129,0.106,118.402
3XVBdLihbNbxUwZosxcGuJ,r-n-b,Before I Do,Sevyn Streeter,0.623,0.548,0.651,0.168,0.0,0.142,-6.863,0.0856,78.967
0eWkGHUqc5a19PIzJ1v6E4,r-n-b,FRIENDS,The Carters,0.303,0.573,0.75,0.137,1.89e-05,0.133,-8.391,0.0779,143.948
0gu5B9dUOiLezdDjrLPCCV,r-n-b,"Funky Nassau, Pt. 1",The Beginning Of The End,0.958,0.854,0.694,0.227,0.000417,0.337,-7.659,0.0351,121.271
52IYsIidzGz7PXO2lEyeLB,r-n-b,Yeah!,Usher,0.592,0.788,0.881,0.0212,0.0,0.0377,-4.669,0.168,104.997
0XUfyU2QviPAs6bxSpXYG4,r-n-b,Pick Me Up,Tamar Braxton,0.821,0.739,0.692,0.247,0.0,0.0852,-3.312,0.0367,102.032
6SdPuKc8CuhEHuWGzWiFWQ,r-n-b,Something New (feat. Ty Dolla $ign),Wiz Khalifa,0.784,0.635,0.814,0.0935,0.0,0.0892,-6.609,0.0809,87.581
6u8hSdYZxbK5EczDPRIXXf,r-n-b,Spotlight,Jennifer Hudson,0.659,0.724,0.707,0.0448,0.0,0.072,-3.887,0.051,108.984
1KzW2k1dNh9nJrK6WhneTW,r-n-b,Let's Get Lifted,John Legend,0.498,0.71,0.56,0.189,1.52e-05,0.697,-8.27,0.0458,87.004
2S3osqN6ruuoAg1kUvf7u4,r-n-b,Boo'd Up,Ella Mai,0.235,0.779,0.561,0.0862,0.0,0.078,-5.107,0.0531,81.965
0At2qAoaVjIwWNAqrscXli,r-n-b,Drinkin',JMSN,0.547,0.56,0.629,0.0244,0.0042,0.301,-6.723,0.166,129.817
5p8mIi823BET6E9BcJNbwv,r-n-b,7/11,Beyoncé,0.56,0.705,0.747,0.0128,0.0,0.126,-5.137,0.126,136.024
02M6vucOvmRfMxTXDUwRXu,r-n-b,Nitesky feat. John LaMonica,Robot Koch,0.0735,0.448,0.464,0.667,0.912,0.108,-13.949,0.0447,147.976
6jQ4KG9lX307R45xlHK1bA,rainy-day,Walk On By,Noosa,0.114,0.441,0.441,0.921,0.0328,0.0831,-11.298,0.0381,80.084
4hEx4pOr6zMsREYezwWNqn,rainy-day,No One,Alicia Keys,0.167,0.549,0.644,0.0209,8.85e-06,0.134,-5.415,0.0285,90.04
6IwKcFdiRQZOWeYNhUiWIv,rainy-day,Orange Sky,Alexi Murdoch,0.125,0.15,0.685,0.797,0.0461,0.1,-20.543,0.039,124.956
5Szn0p3DlnawyuhX8ULCg4,rainy-day,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811,0.794,0.0426,1.07e-06,0.101,-8.966,0.038,116.047
4dHEQ1W1jRmNjjB0S7vB8V,rainy-day,Bleeding Love,Leona Lewis,0.201,0.647,0.635,0.192,0.0,0.154,-5.864,0.0366,104.058
6LtPIXlIzPOTF8vTecYjRe,rainy-day,Edge of Desire,John Mayer,0.455,0.441,0.606,0.326,0.0128,0.116,-9.303,0.0272,66.443
5gbxzSqABThINGDb7vIiwe,rainy-day,Can't Help Falling In Love (Recorded Live at Daytrotter),Ingrid Michaelson,0.253,0.151,0.315,0.928,0.014,0.086,-11.737,0.0322,141.178
2yuea8dOVphJMCEZOlnyKf,rainy-day,Does Anybody See You Out?,Cowboy Indian Bear,0.569,0.693,0.62,0.158,0.0817,0.0848,-7.528,0.0309,114.983
1DH80xFGwXYcI76ZxpXPlv,rainy-day,Sanctify Yourself - Remastered 2002,Simple Minds,0.719,0.911,0.566,0.0638,0.000417,0.672,-6.076,0.041,128.232
4otlebsxCO4QvYP07bq6wh,rainy-day,I Got You,Jack Johnson,0.544,0.399,0.899,0.61,1.52e-05,0.0923,-6.553,0.038,98.067
12jjuxN1gxlm29cqL5M6MW,rainy-day,Dreams,Fleetwood Mac,0.785,0.338,0.823,0.139,0.00129,0.5,-15.899,0.0413,120.473
1lbXEepatjRVjoG8pZMtdp,rainy-day,A Case Of You,James Blake,0.497,0.263,0.55,0.934,0.00014,0.11,-11.098,0.0697,66.143
5txZAE3yuzpwfwuIa1AwJc,rainy-day,Iris,The Goo Goo Dolls,0.513,0.79,0.291,0.00133,5.61e-06,0.0811,-5.683,0.0363,155.667
2Y3DUESfUwyxTLtBWkK0fY,rainy-day,The Wolves,Ben Howard,0.507,0.531,0.496,0.312,0.00901,0.113,-9.889,0.0325,119.159
3gqP2hxwgi6mb8FhtEe4zU,rainy-day,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,0.234,0.0549,0.581,0.559,0.0,0.0718,-20.514,0.0397,152.037
3B7udSGy2PfgoCniMSb523,rainy-day,Everybody Hurts,R.E.M.,0.178,0.383,0.254,0.614,0.0237,0.172,-8.036,0.0282,188.2
4tCWWnk3BXinf7FllmSyHW,rainy-day,Slow Dancing in a Burning Room,John Mayer,0.29,0.361,0.667,0.575,0.00506,0.0805,-8.69,0.0273,134.018
48s4feNgV243gbAGTTBIrc,rainy-day,Get Lonely with Me,George Ezra,0.511,0.842,0.536,0.00158,9.24e-06,0.107,-6.08,0.0411,93.024
7F69vhVTDCOMcc9makFB2Z,rainy-day,Near To You,A Fine Frenzy,0.205,0.159,0.515,0.944,0.0,0.109,-8.972,0.0288,72.907
7BNWtMbwnx7A2cbKVG7lhe,rainy-day,Trouble,Coldplay,0.195,0.546,0.565,0.189,0.0015,0.17,-7.496,0.0314,139.757
48BEYwb2HXiBXOJ7q02UoC,rainy-day,Let It All Come Down - Remastered 2002,Simple Minds,0.0667,0.456,0.328,0.108,0.396,0.0897,-10.647,0.028,80.394
5eWK6ka9qBqhbXrK9WZj7Y,rainy-day,Just Breathe,Pearl Jam,0.302,0.349,0.453,0.714,7.94e-05,0.0835,-11.077,0.0289,107.791
3k9qjgu8zVKTEuJVJIYyc0,rainy-day,Fall For You,Secondhand Serenade,0.382,0.442,0.387,0.19,0.0,0.0788,-7.086,0.0352,169.481
7lWF2mVr1KKbVnaT2nSlPo,rainy-day,A Thousand Miles,Various Artists,0.352,0.712,0.512,0.375,0.0,0.142,-7.475,0.0322,94.888
2JFEZO2ZxzffY0wd9MYEu3,rainy-day,Angel,Jack Johnson,0.357,0.0568,0.619,0.896,0.0967,0.114,-19.197,0.0433,176.279
574GJ55EBM79W6n2V5bL5z,rainy-day,20th Century Promised Land,Simple Minds,0.677,0.792,0.52,0.0058,0.000161,0.151,-12.211,0.0713,114.333
2t9smRMazeaVTnWXqeftxE,rainy-day,Thinking out Loud,Ed Sheeran,0.591,0.445,0.781,0.474,0.0,0.184,-6.061,0.0295,78.998
7apw8m9lHQjvuUVfMAm4kZ,rainy-day,"Welcome Home, Son",Radical Face,0.394,0.537,0.601,0.743,0.732,0.143,-9.464,0.0296,144.994
6zJms3MX11Qu1IKF44LoRW,rainy-day,Linger,The Cranberries,0.204,0.434,0.439,0.0783,4.87e-05,0.14,-14.918,0.0265,94.845
1CbPLR6Xjo2nc0Pf13N0RS,rainy-day,Banana Pancakes,Jack Johnson,0.615,0.375,0.816,0.607,8.66e-06,0.0933,-8.053,0.0996,114.303
451GvHwY99NKV4zdKPRWmv,rainy-day,There Is a Light That Never Goes Out,Various Artists,0.836,0.69,0.465,0.0105,0.0,0.183,-9.782,0.0297,136.275
3SVXhtxFCNJnA4MkWF7sJp,rainy-day,Look At The Light,Sin Fang,0.384,0.76,0.503,0.0418,0.0344,0.109,-6.203,0.0419,79.989
56aazenLnCcpAzCEgsCyYV,rainy-day,The Sound of Silence,Simon & Garfunkel,0.34,0.217,0.531,0.871,2.59e-06,0.101,-13.883,0.0302,106.842
64gpgh5jBMxyh7iVJll23t,rainy-day,Don't Panic,Coldplay,0.453,0.612,0.602,0.206,0.00607,0.107,-8.409,0.0335,122.062
6dHAJi8G7DSlNTdWZdwugw,rainy-day,Brave,Sara Bareilles,0.758,0.836,0.551,0.00502,2.1e-05,0.0425,-3.838,0.0524,185.063
0p6GeAWS4VCZddxNbBtEss,rainy-day,Bossman,Various Artists,0.729,0.618,0.814,0.204,0.0,0.11,-5.387,0.218,82.011
1Xk3Fu1iP15qLMejbg6ozz,reggae,No Burial,Mykal Rose,0.471,0.449,0.836,0.0718,0.0016,0.135,-6.295,0.0683,132.212
2XbROSCw0FET0hCfpAUYiE,reggae,Never Believe You,Mavado,0.657,0.685,0.953,0.0849,0.0,0.206,-4.904,0.145,120.071
2H4M3lyO2rJFQw33idCk1X,reggae,Fresh Vegetable,Tony Rebel,0.923,0.706,0.846,0.338,0.0,0.086,-4.611,0.265,82.131
06UBDbbHwOBlpdx2vVs2Zs,reggae,Looks Is Deceiving - 2000 Digital Remaster,The Gladiators,0.713,0.545,0.848,0.153,1.12e-05,0.231,-7.582,0.113,79.24
1aWA6FHwqGqH7b8XbKeiG0,reggae,Don't Haffi Dread,Morgan Heritage,0.829,0.733,0.621,0.0326,0.0,0.452,-6.365,0.0537,140.93
5HdF2l0OkkRfpjac0NEoJR,reggae,When Your Gone,Various Artists,0.882,0.671,0.782,0.116,0.0,0.11,-5.571,0.203,89.119
4xxd8qCt5bnRT6VTCW5utf,reggae,Marcus Garvey,Burning Spear,0.48,0.487,0.726,0.0442,0.00766,0.0955,-9.235,0.0993,91.899
3Ni6vR9yGUnVy7fRFwpVfE,reggae,God Is Standing By,T.O.K,0.828,0.612,0.695,0.0439,3.57e-06,0.0611,-4.332,0.082,175.944
0r5f1PTkkgLPIKngTYPy43,reggae,Creatures Of The Night,Various Artists,0.792,0.591,0.751,0.00626,0.0,0.142,-6.026,0.07,155.543
2koorIBAoIG18yBvfhyLJu,reggae,Never Dis Di Man,Sanchez,0.792,0.463,0.759,0.0342,0.0,0.0649,-11.721,0.143,79.978
1lhqZyyAu1kG4qauRfHQ9G,reggae,Below The Waist,Various Artists,0.347,0.667,0.573,0.123,0.0,0.304,-5.483,0.335,82.554
52Ove4ydQ1pidBTMe2cMZ1,reggae,Just One Of Those Days,Sizzla,0.535,0.618,0.71,0.0396,0.0,0.0453,-4.397,0.132,147.916
2kJPh5hveYLr3cL95dvbQ3,reggae,For the Children,Blakkamoore,0.74,0.669,0.583,0.0757,0.0,0.15,-6.71,0.298,79.756
2ISNcu2uYmD6IGFt1Nphfr,reggae,Ninja Mi Ninja,Ninjaman,0.946,0.861,0.641,0.465,0.0,0.366,-4.519,0.245,85.969
16ENTozjAXh6bBGEZge2BD,reggae,Be Free,Various Artists,0.737,0.653,0.695,0.432,0.0,0.0712,-4.858,0.292,92.177
4ZcL0odV4cJv5GSXjQlb8c,reggae,Steamers a Bubble,Jah9,0.556,0.459,0.753,0.0393,0.0,0.0921,-8.168,0.225,140.337
16hOumjVFbwTmkZ0n7rDf3,reggae,7Eleven,Dexta Daps,0.742,0.76,0.659,0.237,0.0,0.148,-2.564,0.151,119.849
0Yc1PcFl82lC2w3Bu4fXGP,reggae,Pass The Tu Sheng Peng,Various Artists,0.738,0.557,0.595,0.0167,1.62e-05,0.249,-8.433,0.152,79.724
2xd5e6VlFXOSaa72R3hX0u,reggae,Bob & Friends Over There,Ijahman Levi,0.9,0.432,0.786,0.046,1.81e-05,0.0699,-12.696,0.0623,90.389
4JbMBbrm55qOW6lJwtKtfM,reggae,Blaze Up,Lion D,0.873,0.594,0.772,0.69,0.0,0.0744,-4.974,0.0717,119.968
6AGLlUbgkW3hyNtMHjtEPC,reggae,Beach In Hawaii,Ziggy Marley,0.874,0.458,0.807,0.211,9.01e-06,0.0839,-9.594,0.0361,100.959
1ZPsdTkzhDeHjA5c2Rnt2I,reggae,Rasta Love Feat. Ky-Mani Marley,Protoje,0.751,0.565,0.911,0.429,0.0,0.0802,-6.209,0.0718,96.012
0cSkIGgh1uICEIcmEb1niw,reggae,Way Up,Various Artists,0.551,0.844,0.495,0.345,0.0,0.357,-2.958,0.452,75.415
1dat8oikYxITruzS9osoxn,reggae,Loving Pauper,Various Artists,0.591,0.447,0.742,0.635,0.0226,0.129,-8.206,0.0969,83.748
1Nn0PwPICNTB7Pv8KlR5tQ,reggae,Nah Look Back - Rohan's Straight Mix,Raging Fyah,0.769,0.597,0.741,0.0868,7.75e-06,0.108,-5.685,0.0512,135.602
3WGyMFf8pmJD1b04HoPjUs,reggae,Thanks & Praise,Fantan Mojah,0.791,0.586,0.725,0.465,0.0,0.312,-6.056,0.232,84.872
4BPgPYbiigMvyd6JELEzsX,reggae,Bye Bye Bye,Various Artists,0.549,0.717,0.713,0.0917,0.0,0.0482,-5.973,0.193,89.068
3xTiZhPDTrWNHIdAVCi22x,reggae,Protection,Protoje,0.778,0.686,0.799,0.0924,0.0,0.0905,-5.562,0.111,78.984
5pk4PVlJ6P2z0kPI5Xq06G,reggae,What Will It Take,Various Artists,0.497,0.443,0.674,0.254,0.0,0.134,-7.083,0.0982,87.095
2p6WDr28CJXYNglfrneMLL,reggae,Lots of Herbs,Junior Kelly,0.734,0.805,0.701,0.0888,0.0,0.119,-5.605,0.29,172.08
0fLJ474nm6kTFzo96rqVOl,reggae,Uptown Downtown,Various Artists,0.662,0.754,0.661,0.159,0.0,0.158,-4.537,0.321,82.884
27RDG2lY0wvdDC64VZ2atj,reggae,Herb Defenda,Kabaka Pyramid,0.704,0.764,0.469,0.106,0.0,0.368,-4.661,0.252,145.952
0RL6g1Me66QzjziTNTuRYj,reggae,Armagideon (Armagedon),Bunny Wailer,0.716,0.427,0.714,0.429,0.263,0.0299,-14.363,0.238,146.397
6miu84F60ah48pj2fwlUXT,reggae,Uptown Top Ranking - Remastered 2001,Althea And Donna,0.79,0.522,0.886,0.0477,0.00108,0.207,-7.971,0.173,82.439
34zWZOSpU2V1ab0PiZCcv4,reggae,Tenement Yard,Jacob Miller,0.962,0.521,0.888,0.229,0.0,0.0794,-6.845,0.306,143.879
4SNxXAQ8QMlxLhYVX7nuoE,reggae,I'm Still in Love,Alton Ellis,0.775,0.408,0.75,0.163,7.58e-05,0.13,-12.451,0.0401,83.481
6kOzxS1Ch9p9XbUvWAkXtq,reggae,Live My Life - Raw,Various Artists,0.4,0.806,0.421,0.0665,0.0,0.0966,-4.104,0.162,102.031
2dVPrA2SRVlDqgSjTgCMiJ,reggae,Champion Sound (feat. Errol Dunkley),Sizzla,0.833,0.81,0.764,0.0105,0.0,0.417,-4.58,0.197,78.544
5tzolRcy9uhUMuddsi0tiC,reggae,Finally,Jesse Royal,0.871,0.82,0.764,0.314,0.0,0.133,-5.16,0.0754,145.91
4bIDT86gB4TwRlYFsetDHY,reggae,Jah Jah Bless Me,Various Artists,0.581,0.519,0.641,0.333,5.65e-06,0.17,-9.787,0.105,81.243
2pshT4DN00rDtljpPQxncK,reggae,Rock and Swing,Jo Mersa Marley,0.709,0.824,0.543,0.162,0.0,0.353,-5.48,0.374,147.806
6Ehar1NZjt1hj2kpajjQYe,reggae,Ice Cream Love,Johnny Osbourne,0.781,0.65,0.774,0.148,0.000304,0.082,-7.458,0.279,72.96
7aaolDePPIar8HWDRTQ6AY,reggae,Shot by Love,Protoje,0.58,0.647,0.667,0.477,0.0,0.142,-5.679,0.185,79.913
2B9WvucNZKDJvZMYBbdDj1,reggae,Caribbean Girls,Various Artists,0.461,0.82,0.854,0.0864,1.01e-05,0.136,-5.42,0.0656,95.021
0t9GoxKYWpuKlhGZ1Gd7vW,reggae,Peace In Liberia,Various Artists,0.904,0.557,0.887,0.16,1.08e-05,0.0679,-9.064,0.0484,146.047
4aQxm07DiCmrw087lBiICT,reggae,Strangers in the Night,Glen Washington,0.818,0.637,0.726,0.191,0.0,0.0519,-6.009,0.0428,76.825
5dNTgejzqUITrZUy08EnaO,reggae,Hail King Selassie,Various Artists,0.773,0.668,0.67,0.183,0.0,0.449,-3.96,0.242,139.156
2NSdP3HfHFMThfZl95xBKA,reggae,Dale Don Dale Remix,Don Omar,0.195,0.796,0.766,0.00905,0.0,0.129,-4.92,0.153,95.109
3KINLumBmgsyNhlSR6Szmq,reggaeton,Mi Corazon Esta Muerto,R.K.M & Ken-Y,0.948,0.766,0.772,0.0667,0.0,0.0537,-5.787,0.0519,124.009
0VcNiA0pS2uCx15PUUnxHX,reggaeton,Yo Voy A Llegar,DJ Nelson,0.726,0.779,0.754,0.287,0.00228,0.165,-9.076,0.0519,94.986
1DnbKcNE0sYLK4LOmhtTv9,reggaeton,Mucha Soltura,Various Artists,0.827,0.848,0.737,0.106,0.0,0.297,-4.965,0.116,169.969
0QDxcm5VxYGf36CO2gbSVP,reggaeton,Que Le Den,Arcángel,0.918,0.846,0.71,0.231,0.0,0.521,-4.391,0.239,172.921
6iQKQp4qUtaMQmBB7QP5dz,reggaeton,Hasta Que Salga El Sol,Don Omar,0.873,0.959,0.355,0.0269,0.00229,0.33,-4.0,0.349,190.113
4ePL2KjtmFmri9HzsVXV9v,reggaeton,2 Amigas Remix,"Galante ""El Emperador""",0.666,0.859,0.556,0.145,0.0,0.939,-5.346,0.0563,174.055
5xv7S8iBHAftMyZog2UnPu,reggaeton,Atrevete,The Chosen Few,0.775,0.775,0.879,0.22,0.0,0.191,-5.799,0.119,96.006
5sJOkYhBrWsXyfEl8WFT87,reggaeton,Al Natural (feat. Yandel),Tego Calderón,0.745,0.782,0.924,0.246,0.0,0.0659,-4.55,0.0816,95.01
49vwUeeauJgEQxDViXA01C,reggaeton,Noche De Jangueo,Various Artists,0.431,0.685,0.704,0.0979,0.0,0.161,-7.112,0.0772,87.992
4dz2pqjlr9QrSxzwU6xXbA,reggaeton,Se Vale To-To,Calle 13,0.39,0.757,0.699,0.00449,4.04e-06,0.0769,-6.135,0.0588,175.939
3SXo6PO3z3C0laMLCK9T7h,reggaeton,Orphanization,Don Omar,0.797,0.905,0.699,0.152,0.0,0.147,-6.095,0.313,165.992
2d1uRZeQ1M4SWXnuwkOmlW,reggaeton,La Botella,Zion & Lennox,0.627,0.879,0.728,0.00559,0.0,0.0359,-3.89,0.0649,128.071
2pfvx4NA4vqKWs9OvtVUWv,reggaeton,Amor Prohibido,Baby Rasta & Gringo,0.693,0.854,0.753,0.0951,3.71e-06,0.0667,-6.177,0.0606,87.017
28QkqSjl1Pi0niDc20RDl0,reggaeton,Yo Te Lo Dije,J Balvin,0.966,0.638,0.761,0.161,0.0,0.289,-6.202,0.0784,87.965
7EIW8lOBAy83dU2YXnYUTT,reggaeton,Bailando por Ahi,Juan Magán,0.974,0.732,0.73,0.0427,2.22e-06,0.262,-5.167,0.051,129.974
0VamAmertqIxKM5axPSkCy,reggaeton,Hoy Me Atrevo,Ñejo & Dalmata,0.821,0.851,0.853,0.163,3.98e-05,0.0476,-6.674,0.138,98.004
7JF0PHToXYw3JKbxaZ1gAX,reggaeton,Pégate Más (Juan Magan Remix) (feat. Juan Magán),Dyland & Lenny,0.805,0.858,0.675,0.0117,6.43e-06,0.217,-6.958,0.0902,132.023
7tV68k39aBNLAqdajPfUIE,reggaeton,Tiempos,Musicologo Y Menes,0.633,0.821,0.792,0.0192,0.0,0.536,-5.064,0.2,91.997
0IZgA3UNhDljx4ffli4ZaV,reggaeton,ES31J1200101,Yandar & Yostin,0.94,0.625,0.865,0.0681,0.0,0.0716,-6.816,0.141,96.038
0swbKmXc4UtO0feXDxqYwm,reggaeton,Viviendo Con El Enemigo,Don Omar,0.815,0.618,0.857,0.193,0.0,0.0787,-7.453,0.117,110.013
07keZaB7dS0W7STpLq1oad,reggaeton,Escápate Conmigo,Wolfine,0.832,0.889,0.812,0.195,0.0,0.323,-5.953,0.0811,93.959
20QeOUS3grTsOkECFYzar9,reggaeton,Loco - Remix,Jowell & Randy,0.788,0.794,0.767,0.014,0.0,0.548,-8.153,0.135,114.913
1h1SrVSFw9qVKZgaoJylL6,reggaeton,Plakito (feat. El General Gadiel),Yandel,0.661,0.91,0.779,0.0814,0.000115,0.0666,-3.422,0.0423,91.025
7hDXp1xU9PGPSXsdt63J91,reggaeton,Temblor,Daddy Yankee,0.816,0.865,0.711,0.059,0.0,0.0871,-4.837,0.0376,160.035
6pOnvozQ65H8ausZI7geIi,reggaeton,Mírala Bien,Wisin & Yandel,0.713,0.856,0.815,0.255,0.0,0.0697,-4.399,0.13,96.014
04uA3BJ1Rj8DBKkpKCABJx,reggaeton,Secretos,Reykon,0.84,0.755,0.644,0.0587,0.0,0.331,-4.795,0.0651,173.969
3YsMIbyRoJNrd4KryGPztd,reggaeton,Cuerpo Sensual,R.K.M & Ken-Y,0.669,0.693,0.754,0.205,5.14e-06,0.368,-7.489,0.117,96.017
1j2PDvc6Tsr1fMAzQGvqyS,reggaeton,Bara Bara Bere Bere,Alex Ferrari,0.807,0.773,0.961,0.0226,0.0,0.306,-4.742,0.18,130.076
3dezfGYW4OegKu3UYwoZ1n,reggaeton,Guaya,Various Artists,0.971,0.843,0.679,0.108,0.0,0.107,-5.989,0.0458,167.887
6qVxcpqKeVDxcT0eMMWtyN,reggaeton,Vicio De Ti,Wisin & Yandel,0.849,0.745,0.838,0.156,0.0,0.134,-6.732,0.0897,94.003
0EdHN4chrPohl6mGvCkwI3,reggaeton,Cuentale,Don Omar,0.637,0.933,0.657,0.17,0.000137,0.204,-3.624,0.181,89.931
1vcDfenBY0N5b6stqyNKmw,reggaeton,Cae La Noche,Luny Tunes,0.681,0.494,0.753,0.216,0.0,0.11,-12.792,0.363,93.917
4aFGxoVGrNqwXW9f93KAfL,reggaeton,Rompe,Various Artists,0.475,0.805,0.754,0.0471,1.6e-05,0.0715,-5.974,0.0416,88.032
4irhLbic5EfTly8TBXFb8Y,reggaeton,Actua,J Alvarez,0.785,0.819,0.722,0.197,0.0,0.363,-5.729,0.057,83.992
21WfsgdLOXFgc5JxxV7auE,reggaeton,Besas Tan Bien,Farruko,0.514,0.812,0.583,0.015,4.44e-05,0.198,-3.916,0.0399,172.07
4Sev6fwaxzknksf9qq8wNL,reggaeton,Yo Lo Se,Wisin & Yandel,0.544,0.876,0.755,0.0642,0.000198,0.0429,-5.185,0.0556,105.984
390sHs6iOJV9xgELPRbqox,reggaeton,Noche de Estrellas (feat. Jay Santos) - Original Mix,Various Artists,0.893,0.912,0.732,0.189,0.0,0.375,-4.144,0.0602,128.006
7LSj7OVwnAU5SUAXNs5AlW,reggaeton,Dile,Various Artists,0.842,0.845,0.791,0.106,0.0,0.133,-0.804,0.0784,124.985
6uB1aWns6doAllrrli2OCc,reggaeton,Not To Much,Don Omar,0.245,0.694,0.75,0.0179,0.0,0.13,-5.59,0.0592,92.015
6MB2KAxuDj8Gl6nOl3XLI6,reggaeton,La conocí bailando (feat. K-Narias) - Radio Edit,Dr. Bellido,0.658,0.841,0.711,0.265,0.0,0.268,-3.803,0.0322,104.033
7fZJWsOEdr8aP8okxyTBGd,reggaeton,Scandalous,Don Omar,0.923,0.855,0.753,0.0355,0.0,0.23,-7.846,0.101,93.964
